label,message
GeneralInquiry,How do I report fly tipping?
PositiveFeedback,"Just brilliant.  Prompt, reliable, and your staff are always polite. Very impressed with GreenBin Recycling"
MissedCollection,"Didn’t get collected, maybe driver error?"
ServiceComplaint,why do u leave the bins in the middle of the driveway every time?? i have to move them before i can get my car out. happened 4 times this month already. fix it pls
MissedCollection,Recycling not collected as scheduled. Awaiting resolution.
DamagedProperty,"Driver knocked over my wall slightly, bricks loose now."
ServiceComplaint,"service is meh lately, used to be better"
ServiceComplaint,"This is about your refusal to collect bins that have the tiniest bit of “wrong” material. I had ONE yoghurt pot lid that apparently wasn’t acceptable, and instead of removing it (like any sensible person), your crew refused the entire bin and put a bright sticker on it like I’m some kind of criminal. I’m in Street, and honestly the attitude is the worst part. It’s punitive and embarrassing, and it makes people give up. If you want better recycling, educate without humiliation. Provide clear info, not gotcha rules. I want you to review the policy and tell me if crews are allowed to reject a whole bin for something that small."
MissedCollection,"missed the bin again at park st, need to arrange"
GeneralInquiry,When is the next collection for garden waste?
MissedCollection,bin not collected today
DamagedProperty,The truck reversed into our gate 😬 it’s bent and won’t shut properly now.
MissedCollection,didnt collect my recycling AGAIN. this is becoming a pattern.
ServiceComplaint,"Hello, twice now your automated phone system has hung up after three minutes on hold. Frustrating when I’m trying to report a damaged food waste caddy. Please consider increasing the queue length or adding a callback feature. Otherwise we’re stuck cycling through menus endlessly without resolution. Would appreciate feedback on planned improvements."
GeneralInquiry,Can I pause service while away?
MissedCollection,"Hello, our blue recycling bin has not been emptied for two consecutive weeks. Please could you arrange collection. Many thanks."
PositiveFeedback,Well done for improving service
GeneralInquiry,Could you confirm whether you collect glass bottles separately or should they go in the mixed recycling? The leaflet is a bit unclear.
DamagedProperty,the new bin you provided leaks from the bottom
MissedCollection,My bin wasn't picked up today in Taunton. It's been sitting out since 7am.
ServiceComplaint,"this service is getting worse tbh. bins late, sometimes early, sometimes not at all. no consistency. ive called before and sat on hold forever, then got told 'we'll look into it' and nothing happened. whats the point? we pay council tax and expect basic stuff like rubbish and recycling to work. not asking for miracles, just some organisation. also the app never updates properly, says collected when it clearly wasnt. pls sort it out."
PositiveFeedback,"Service has improved loads compared to last year, well done."
GeneralInquiry,what's the customer helpline? need to call
ServiceComplaint,why change routes without telling ppl??
PositiveFeedback,Thank you for the new recycling bin you delivered last week. It's much better quality than the old one. Great customer service from start to finish!
PositiveFeedback,Just a quick message to say how much I appreciate your service. Never had any issues in the 2 years I've been with you.
DamagedProperty,"After today’s collection, I noticed a large scrape along my parked car where the bin had been dragged into it. The paint is damaged and this was absolutely caused during your collection. I am furious that no one informed me at the time. This is not a small issue and I will be seeking full repair costs."
PositiveFeedback,Thanks for going the extra mile and taking my extra cardboard.
PositiveFeedback,Great job GreenBin team! Keep up the good work!
GeneralInquiry,What items are allowed in the green bin?
PositiveFeedback,Always clean after
MissedCollection,"hey, recycling wasn’t picked up on my street (quantock view) but food waste was. do i leave it out or bring it back in?"
PositiveFeedback,Thanks!
MissedCollection,"We put the bin out late last night and it’s still there this evening, guessing it was missed"
GeneralInquiry,What about old TVs recycle?
MissedCollection,missed collection again!!  wheres my recycling bin???
GeneralInquiry,Do you operate on Saturdays?
ServiceComplaint,absolutely shocking service. bin men threw my recycling everywhere on the pavement. took ages to clean up. not happy at all
GeneralInquiry,"Hello, can I put old batteries in the normal recycling bin or do I need to take them somewhere special? Thanks!"
DamagedProperty,Your truck scraped along my parked car and left a big scratch down the side 😠
ServiceComplaint,Why do we have to leave bins out the night before when you sometimes don’t come until late afternoon? Can we leave them out later?
MissedCollection,Recycling not collected.  been waiting for 5 days now
DamagedProperty,Fence knocked loose by crew
ServiceComplaint,Bins left at road dangerous
MissedCollection,"Your crew has skipped our recycling AGAIN today (Friday) in Bridgwater, and I’m honestly at my limit. The green bin was out at the kerb from 6:15am, lid closed, nothing “contaminated”, and you still drove straight past. Meanwhile my neighbour’s was emptied, so don’t try the usual excuse that the road was blocked. This is becoming a weekly hobby for GreenBin. I pay council tax like everyone else and I shouldn’t have to babysit a bin. I want this collected within 24 hours and I want confirmation that you’ve logged this properly, not just a generic email. If it’s not collected, I’ll be sending photos to Somerset Council and posting in the local Facebook group."
MissedCollection,Hi there - our recycling bin wasn't collected this morning. It's still sitting on the street.  Can you please arrange a collection ASAP?
MissedCollection,"Please help - collection missed again. 27 Maple Road, Bridgwater."
DamagedProperty,when the bin lorry came yesterday they smashed into my front garden wall!! big chunk missing now. address 45 rosewood avenue. please contact me urgently about compensation!!
ServiceComplaint,"Your website form keeps crashing, very frustrating."
ServiceComplaint,GreenBin really needs to improve response times to customer queries.
GeneralInquiry,Plastic tray recycling yes?
MissedCollection,our bin is still there full as ever...
ServiceComplaint,Your team keeps mixing up which bin they take. Half the time they take the wrong one!
DamagedProperty,"Your truck reversed into my wall this morning!! Big dent now, please contact me urgently 07891234567"
ServiceComplaint,Not happy with online complaints being ignored
PositiveFeedback,"Never had a problem, very efficient."
ServiceComplaint,"This is a complaint about the online reporting system. It crashes, logs me out, and then says my issue is resolved when it clearly is not. I should not need a degree in IT to report a simple problem. Please fix your systems."
GeneralInquiry,what time do u collect in minehead?
DamagedProperty,Car got scratched. Someone must have brushed it with the bin.
DamagedProperty,"The truck hit my curb stones, need repair"
MissedCollection,missed collection. pls help.
MissedCollection,our bin missed AGAIN... please tell the crew to check Highfield Road next time.
MissedCollection,bin not collected AGAIN for 3 wks grr
ServiceComplaint,This is unacceptable service.
GeneralInquiry,Can you recycle pizza boxes?
MissedCollection,"Hi, I live at 45 High Street, and my recycling wasn’t collected on Thursday morning. Can you confirm new collection date? Cheers."
DamagedProperty,My car bumper scraped.
GeneralInquiry,Is there a charge for replacing a lost recycling bin?
MissedCollection,No pickup today. Please reschedule.
ServiceComplaint,staff member was rude when i asked a simple question.
ServiceComplaint,"Your crews keep leaving the bin lids open so the rain fills them up. Then next week you slap a “bin too heavy” sticker on it. Do you see how ridiculous that is? You create the problem, then punish residents. I’m in Burnham-on-Sea and this has happened multiple times. I want you to instruct crews to close lids properly and return bins upright, not tipped over. It’s basic. Also, the sticker tone is patronising. I’m not a child. If you want compliance, communicate clearly and respectfully. Otherwise you’ll keep getting angry messages like this, because you’re earning them."
MissedCollection,bin missed again what’s happening?
ServiceComplaint,Staff rude when I asked a question.
PositiveFeedback,team always cheerful
MissedCollection,hi why hasnt my recycling been collected? its been 10 days
ServiceComplaint,don’t like how u guys handle the bins… they bang them onto the truck and spill stuff everywhere. pls train your staff better!
MissedCollection,MISSING BIN COLLECTION. Pls can u look into this asap
GeneralInquiry,Where can I view my pickup schedule online?
GeneralInquiry,How to order garden bags
MissedCollection,"why was our street skipped? all bins still out, queens road, frome."
GeneralInquiry,How often should we put the food caddy out? Is it weekly or fortnightly?
MissedCollection,"Good evening, just reporting that the recycling crew didn’t collect our bin from Hillside Farm, Oakhill, this afternoon. I spoke to the driver last month about the steep track—he said no problem as long as the surface stayed dry—yet today they stopped halfway and reversed out. Weather was clear. The bin is at the gate now, cows keep nudging it. Could a smaller vehicle come tomorrow morning? Otherwise I might have to load everything into the livestock trailer and that’s hardly hygienic. Appreciate a quick response before the forecasted rain turns cardboard into pulp across the yard."
GeneralInquiry,What do I do with old household paint? Disposal guidelines unclear. Plz clarify.
MissedCollection,bin left out last 2 days no collection
PositiveFeedback,Big thanks to your team!  They went above and beyond to help when my elderly neighbour couldn't get her bin out. True community spirit!  👏
ServiceComplaint,Absolute shambles of a company. Bin men left black bags ripped open all over the street. Lazy bastards.
PositiveFeedback,thanks for the extra bin bags last week!
GeneralInquiry,Can you let me know if you offer commercial recycling services for small offices? We’re considering switching providers.
ServiceComplaint,Your drivers keep turning up late lately and it's really frustrating tbh.
MissedCollection,no show today for collection. rosemary close
MissedCollection,"left my stuff at kerb like always, u missed, whY"
ServiceComplaint,"Crew arguing loudly outside our house at 7am, woke the kids up. Not acceptable."
ServiceComplaint,email responses take forever. still waiting after 10 days
ServiceComplaint,"always mess after u go, not tidy"
PositiveFeedback,All good.
GeneralInquiry,how do i sign up for the garden waste collection service please?
ServiceComplaint,You keep missing green bin not blue. FIX IT
DamagedProperty,someone from your team smashed my solar lamp
GeneralInquiry,Do you collect batteries or should they go elsewhere?
GeneralInquiry,How to update my address details?
PositiveFeedback,"Very helpful team, lovely"
MissedCollection,Still waiting for collection since Monday!!! this is getting silly!!!
DamagedProperty,"Dog bowl smashed by dropped bin, not happy"
ServiceComplaint,Your driver was extremely rude when I asked a simple question.
PositiveFeedback,Excellent service every week without fail. Keep it up! 🌿
MissedCollection,"missed collection today, raining now so rubbish soaked 😒"
PositiveFeedback,"Quick note to say the new schedule is working well for us, much appreciated."
DamagedProperty,collection crushed the recycling box flat 😠
ServiceComplaint,collection times are all over the place. makes planning my day very difficult
ServiceComplaint,been with u for years but lately the collections are getting later and later. used to be 8am now its 4pm sometimes. not good enough when u got kids and work. pls explain whats going on??
DamagedProperty,Your staff broke the handle on my food caddy. I need a new one ASAP.
GeneralInquiry,I need a larger bin for a family of 6. How do I apply?
MissedCollection,Not collected this week...  getting really fed up with this service
MissedCollection,"Bin men skipped our house, rest of road done. pls explain."
DamagedProperty,"Bin wheel broken clean off, unusable now."
ServiceComplaint,Not impressed with the new schedule tbh.
PositiveFeedback,"Absolutely wonderful service.  Reliable, punctual, and the staff are always friendly and helpful."
ServiceComplaint,Your customer service phone line is always busy. Very poor.
MissedCollection,"bin not collected. no note. no email. nothing. it’s honestly getting ridiculous now. I left it out overnight, didn’t overfill it, and followed all the rules. still skipped. I don’t know if the crew just didn’t see it or what, but this is not a one off anymore. I’ve logged it before and it keeps happening. I don’t want apologies, I want the bin emptied. Please confirm when someone is coming because I can’t keep storing rubbish. also please fix whatever system is flagging my house wrong. thanks."
ServiceComplaint,"Loud noise at 6am woke my whole house, can it start later?"
ServiceComplaint,Your service has gone downhill recently.
DamagedProperty,"your lorry smashed my fence this morning. i heard a bang, looked out, and the recycling truck was pulling away. wooden panel snapped clean in half. no note left, nothing. this is NOT ok. i work nights and was asleep, so couldnt come out straight away. fence now unsafe and needs fixing asap. who do i talk to about this because im pretty annoyed right now."
PositiveFeedback,👍
MissedCollection,"Put bin out night before, still not emptied."
ServiceComplaint,Driver left a mess of paper all over my driveway. Didn't even bother to pick it up.
MissedCollection,"Truck drove past without stopping, I saw it myself."
ServiceComplaint,"service quality has dropped, collections late or rushed."
ServiceComplaint,Not friendly staff lately
PositiveFeedback,Big thanks for text updates before delays
DamagedProperty,"Your crew damaged our gate in Wells by dragging the bin across the driveway and catching it on the hinge. Now the gate doesn’t close properly and it’s scraping the ground. I know it was your staff because I heard the bang and looked out, and they were already walking away like nothing happened. I’m not paying to fix something your employees broke. Please log this as DamagedProperty and tell me exactly what information you need for compensation. I can send photos, and my neighbour also witnessed it. I’m not interested in excuses or “we’ll remind the crew”. I want it repaired or reimbursed. Simple."
GeneralInquiry,How do I complain formally?
MissedCollection,My bin is still full. It was out on time. 07:00.
ServiceComplaint,Phone line never answered. Online form took days to get a reply.
GeneralInquiry,is pizza boxes okay in the cardboard bin if they have grease?
MissedCollection,my flat always missed
ServiceComplaint,Your customer service line keeps cutting off and no one replies to emails. very frustrating.
MissedCollection,bin still full!! collection day was yesterday?? whats going on
GeneralInquiry,¿Reciclan televisores viejos? I have an old CRT monitor I need to get rid of safely.
ServiceComplaint,The noise from the truck at 6am is ridiculous. Can't you start later?
DamagedProperty,the bin they returned isn’t ours and it’s damaged too
DamagedProperty,"bin lid smashed after collection, hinges broken."
MissedCollection,no show today
MissedCollection,My street didn’t have any collections this week. Can you tell me if there’s a delay or reschedule please?
ServiceComplaint,repeated collection issues and terrible customer service. switching providers
MissedCollection,You didn't collect yesterday!! Bin overflowing now. When are you coming back??
MissedCollection,"Hi, my green bin wasn't collected this morning on High Street, TA6. It's still full outside. Can you check please?"
MissedCollection,missed bin collection again wtf is going on??
PositiveFeedback,"Great job guys, streets never looked cleaner"
DamagedProperty,when emptying my bin they smashed my bird table to pieces. was a gift from my late mum :(
GeneralInquiry,What time do you normally collect on Fridays?
ServiceComplaint,"can someone explain why the helpline never answers? tried 3 times, waited 20+ mins each. not acceptable."
GeneralInquiry,"Hi, how do I sign up for the garden waste collection service please? I live in Minehead."
ServiceComplaint,Your team left rubbish strewn across my driveway after collection. Had to spend 30 mins cleaning it up. Very poor.
ServiceComplaint,Why is the collection always so late? We have to wait until 7pm sometimes and it's very inconvenient.
GeneralInquiry,"Dear GreenBin, I am interested in starting a home composting heap and was wondering if you offer any discounted compost bins for Somerset residents? I saw a link on the council website that pointed to you. Also, could you please confirm if tea bags are allowed in the food waste caddy or if the plastic in some brands means they should go in the general waste? Many thanks for your assistance."
MissedCollection,The brown bin has not been collected for 2 weeks now. We're paying for a service we're not receiving!
ServiceComplaint,This is a service complaint regarding repeated operational failures.
MissedCollection,"three bins all missed on whole street, why?"
MissedCollection,is there an issue today Collection missd plz check
ServiceComplaint,Collection crew keeps putting my bin in front of my car.
MissedCollection,where the fuck is my bin collection you useless bastards!!!!!! been waiting since Tuesday
DamagedProperty,Collection truck hit my wheelie bin so hard it's cracked down one side. Bin is unusable now.
DamagedProperty,your truck hit our garden wall this morning 😠
DamagedProperty,"Hi, my fence panel was damaged after collection this morning. It’s split at the bottom and wasn’t like that before. Can someone contact me about repair or compensation?"
MissedCollection,"Missed pickup for recycling, general waste was taken though."
PositiveFeedback,Fast response on email inquiry
DamagedProperty,My wheelie bin has a huge dent after the last collection. Its dented beyond use
ServiceComplaint,The website for reporting missed collections is currently down. I've been trying to submit a form for twenty minutes and it keeps giving me a 404 error. This is very poor. How am I supposed to let you know you've missed my bin if the system doesn't work?
MissedCollection,"you skipped us lol. number 14, blue lid bin. pls arrange asap."
DamagedProperty,Driver knocked my wing mirror off my car this morning!!! Need this reporting urgently.
ServiceComplaint,i called 2 times about broken bin and no response
MissedCollection,Still waiting on missed bin from yesterday.
PositiveFeedback,Cheery staff make my morning
ServiceComplaint,Line always busy
MissedCollection,my bin STILL full after collection day. can you come back tomorrow or what???
GeneralInquiry,Can I use black bin bags?
MissedCollection,"bin wasnt emptied, lid shut properly, no note left. pretty annoyed tbh"
DamagedProperty,Your guys damaged my nice new wooden gate. It's splintered now. Pay up.
GeneralInquiry,is there a limit on how many cardboard boxes i can put out?
ServiceComplaint,"The overall service from GreenBin Recycling has become unreliable. While I appreciate the environmental goals, execution matters. Collections are erratic, customer service is slow, and there seems to be no accountability when things go wrong. I am submitting this complaint in the hope that it contributes to some internal review or improvement."
DamagedProperty,"Hi there, when emptying my bin one of your workers damaged my rose bush quite badly. Could you please look into this?"
PositiveFeedback,Top notch service! Bins emptied quietly and returned neatly. Very happy customer here 😊
DamagedProperty,"Your team knocked over my garden wall bin area, bricks loosened."
ServiceComplaint,GreenBin Recycling needs to improve how it listens to feedback. This complaint reflects ongoing dissatisfaction.
ServiceComplaint,Truck blocked my drive for ages and driver didn't apologise
ServiceComplaint,"Service used to be good, now it's not."
MissedCollection,collection truck drove past and didnt stop 😕
MissedCollection,wheres my bin collection???? bin is full since last tuesday!!
DamagedProperty,Mailbox bent after bin crew visit
ServiceComplaint,Your staff left glass shards on the road after emptying the box. Someone’s tyres will pop.
PositiveFeedback,excellent service from start to finish. very happy customer here
DamagedProperty,gate was left open by your crew. fox got in and tore up our garden
DamagedProperty,Shed lock busted
GeneralInquiry,Looking for a list of what plastics you actually accept.
GeneralInquiry,"Hi team, does GreenBin collect Christmas trees for recycling, and if so, do they need to be cut to a certain length or have the branches removed? Many thanks for clarifying, we want to prepare the tree properly after Twelfth Night."
GeneralInquiry,How often should I put my food waste caddy out? Is it weekly or fortnightly in my area?
DamagedProperty,"Unfortunately, I need to report damage to my property that occurred during the most recent recycling collection. When the crew emptied the bin, it appears they reversed the vehicle too close to my driveway and cracked the low brick wall at the front of my house. There are fresh scrape marks and loose bricks that were not present before the collection. I have lived here for over ten years and this is the first time such damage has occurred. I understand accidents happen, but this will require repair and should not be my financial responsibility. Please advise on the claims process and what information you require from me. I am happy to provide photos and any additional details."
ServiceComplaint,Overall decline in service standards prompts this complaint.
GeneralInquiry,Is there a holiday schedule for Christmas collections?
DamagedProperty,bin men broke my plant pots and didn’t say a word. honestly the lack of care is shocking. do better.
MissedCollection,Why do u never collect my bin on time??
MissedCollection,Our collection seems to have been skipped on Friday. Neighbours opposite were done but not our side of the road.
DamagedProperty,"Bin lid won’t shut anymore, hinge looks bent."
PositiveFeedback,Great service as always! Bin emptied early and the lads were very polite. Thank you GreenBin team :)
GeneralInquiry,How do I report a missed collection properly?
MissedCollection,why all bins missed not just mine
ServiceComplaint,Why cant the drivers go slowly down our small lane
ServiceComplaint,It's really hard to get through your phone line. Tried 6 times already.
ServiceComplaint,No call back after repeated messages
GeneralInquiry,what day is collection for me? postcode TA4 1XX cheers
MissedCollection,"routine missed, this keeps happening"
GeneralInquiry,"Hello GreenBin, could you please clarify whether aluminium takeaway trays need to be washed before placing in the green bin or if a quick scrape is sufficient? Some websites say they must be pristine, others say minor residue is acceptable. I want to follow your official guidance and teach my children good recycling habits, so a definitive answer would be appreciated."
ServiceComplaint,this service used to be great but lately its gone downhill.
MissedCollection,"left the bin outside all day, still full now"
ServiceComplaint,"Just a note to say your new stickers stating no black plastics are great, but the crew rejected our bin anyway citing black plastics, even though we removed them completely. Please retrain on the updated policy and perhaps clarify if tinted but not fully black plastic is still acceptable. We rinse everything and want to comply, yet we lost two weeks of service for no reason."
MissedCollection,my bin was not picked up today in Taunton. please advise.
MissedCollection,"Put bin out as usual but nothing collected, bit frustrating."
ServiceComplaint,Your team knocked on the door and were aggressive when my husband answered. Disgusting behaviour
MissedCollection,"no collection today, not sure why, bin lid was closed"
MissedCollection,"Bin not emptied, now overflowing, please help"
ServiceComplaint,"You guys need to communicate better, half the street doesn’t know what’s going on."
ServiceComplaint,"why is it so hard to get a straight answer from you lot?? every time there’s a problem it’s either no reply or some copy paste message. the crews seem rushed and don’t care, bins slammed about, sometimes not even fully emptied. i’m not asking for miracles, just some respect and communication. this is supposed to be a public service. please take this seriously because people on our street are fed up and talking about it constantly."
GeneralInquiry,What day is recycling collected in my area? We’ve just moved in.
ServiceComplaint,Why is the online form so slow? Took ages to submit.
ServiceComplaint,Why do collections keep getting later every week?
DamagedProperty,"My bin lid has been cracked since the last collection, looks like it was dropped."
ServiceComplaint,"I’m not happy with the way GreenBin handles subscription changes. I tried to update my account details and it kept rejecting my postcode, then it locked me out after three tries. Now I can’t access anything. I’m in Taunton and I shouldn’t have to create a new email address just to manage a bin service. Also, the help page instructions don’t match what’s on screen (clearly outdated). Please reset my access and fix your website so it works properly. And no, I don’t want a generic password reset link that expires in 5 minutes. I want a stable account system like any normal company."
ServiceComplaint,your drivers keep coming at like 6am and waking the whole house up 😡 banging bins about. not happy tbh.
DamagedProperty,Broken bin lid hinge.
GeneralInquiry,Can I request a bigger bin? Ours fills up fast.
DamagedProperty,Collection team damaged my recycling bin during pickup. It has a large crack in it.
MissedCollection,"bin sat full on drive for days, supposed to have collected yesterday"
DamagedProperty,Property damage occurred during collection.
DamagedProperty,"The bin lorry damaged my garden wall this morning around 7:45am. There's a big crack in it now. Please can someone come and assess the damage? Address is 8 Willow Crescent, Yeovil."
DamagedProperty,why did u knock over my plant pots?? 3 of them broken now!!!
PositiveFeedback,"Collection has been spot on for months now, keep it up!"
GeneralInquiry,Can you tell me more about your pricing plans and what's included in each tier?
MissedCollection,"been waiting since Tuesday, bin still here, neighbours already had theirs taken. what's going on??"
ServiceComplaint,"bin men loud before 7am, baby awake now"
MissedCollection,missed collection AGAIN! !! third time this month.  absolutely fuming
PositiveFeedback,Great phone support
MissedCollection,"Hi, just wondering if GreenBin Recycling actually plans to collect bins on our road ever again? Because it’s been over a week now. I reported it online, got a reference number, and then… nothing. No email, no follow-up, no truck. I’ve lived here for 12 years and never seen it this bad. The bin is overflowing, cardboard is getting wet, and I’m not storing rubbish inside my house just because your schedule is apparently optional. I want a clear answer, not another generic apology. When will it be collected?"
GeneralInquiry,"Hello, what time do your teams usually come around our area (Wells)? We’d like to make sure bins are out on time."
MissedCollection,NOBODY TOOK MY RECYCLING!! WHY ALWAYS MINE?? 😡
DamagedProperty,Your bin men broke my bloody gate!!! Hinges completely bent. Sort this shit out.
DamagedProperty,"The crew cracked the wheelie bin lid today, big split down the side."
PositiveFeedback,Well done recent improvements
ServiceComplaint,Why do your drivers drive so fast down our narrow road? It's dangerous for children and pets.
DamagedProperty,"Bin lid cracked after last collection, looks like it was dropped."
ServiceComplaint,Your drivers drive way too fast down these narrow country lanes. It's dangerous for kids and pets. Slow down!
MissedCollection,"hello our bin not taken AGAIN. im fed up. please send someone. no excuse this time, it was out since last night."
DamagedProperty,When the bin was emptied the lid snapped off. It wasn’t broken before today. Please advise.
GeneralInquiry,"Good afternoon. I am writing to enquire about the specific types of plastic that are currently accepted in your kerbside collection scheme within the South Somerset area. I have noticed that some local authorities allow for soft plastics and films, while others strictly limit it to rigid bottles and trays. Could you please clarify if clean plastic film, such as bread bags or bubble wrap, can be included in the green boxes, or if these still need to be taken to a dedicated supermarket drop-off point? Additionally, I would like to know if you provide larger bins for households with more than five residents, as our current capacity is proving somewhat insufficient for our needs. I look forward to receiving your guidance on this matter so that we can ensure our household is recycling as effectively as possible. Kind regards, Mrs. Elizabeth Thompson."
ServiceComplaint,twice now you've missed my street and no explanation. customer service needs improvement. not impressed.
DamagedProperty,"Hi, I’d like to report damage to the pavement outside my house after collection day. It looks like a heavy truck tyre mark cracked the surface."
ServiceComplaint,Frustrating.
DamagedProperty,"Hi GreenBin, unfortunately the collection vehicle damaged my driveway this morning. There's a large scrape and some cracked paving slabs. Could someone come and assess the damage please? We're at 12 Birch Road, Yeovil. Thank you."
DamagedProperty,Broken property.
MissedCollection,collection missed 😡
DamagedProperty,bin wheels all broken after today’s pickup
PositiveFeedback,Nice service.
ServiceComplaint,Why do your staff always slam the bins down? Broke the lid last month. Can you replace it?
ServiceComplaint,Your new smaller recycling boxes are useless!! We can't fit half our recycling in them anymore. Please bring back the larger ones or provide additional boxes immediately. Very disappointed customer.
ServiceComplaint,Why does it take so long to resolve issues?
ServiceComplaint,"Drivers speeding down our road, not safe."
ServiceComplaint,"The smell coming from your trucks is unbearable. I understand it's waste, but surely the hoppers should be cleaned more frequently? It lingers for hours."
MissedCollection,Did I miss a holiday? No collection
ServiceComplaint,"I want to raise a general complaint about the level of service we have been receiving recently from GreenBin Recycling. Over the past few months, collections have been inconsistent, with times changing dramatically and sometimes not happening at all. While I understand that staffing and vehicle issues can arise, the lack of communication is the most frustrating aspect. There are no notifications, emails, or updates when something goes wrong, leaving customers guessing. When I have tried to contact customer support previously, I waited several days for a response, which does not feel acceptable for a paid service. I believe GreenBin could improve significantly by keeping customers informed and responding more promptly. This message is not written in anger but out of genuine concern, as I want the service to succeed and be reliable for the community."
DamagedProperty,Cracked wheel on brand new bin
PositiveFeedback,Fantastic service as always. Very pleased customer.
ServiceComplaint,collection crew ignored my note on the bin. feels pointless.
ServiceComplaint,I am deeply unhappy with the way GreenBin Recycling treats its customers. Everything feels like an inconvenience to you.
MissedCollection,again no collection
MissedCollection,My green bin wasn't collected today even though it was out by 6am. Can someone explain?
ServiceComplaint,Why is it so hard to get a straight answer from this company? Every response feels like it was written by a robot. I asked a simple question about changing my bin size and got sent three links that didn’t work. This is basic customer service. Do better.
ServiceComplaint,I am unhappy with the recent price increase for garden waste.
PositiveFeedback,Can’t believe how much better it is since last crew
GeneralInquiry,hi there... just moved to yeovil and not sure which day is my bin day? also do i need to separate the glass from the paper or does it all go in the same box? i havent got any boxes yet actually the old tenants took them with them i think. how do i order new ones and do i have to pay for them? thanks for the help.
MissedCollection,"My green bin has been missed, please rearrange."
GeneralInquiry,Do you collect garden waste in winter months?
MissedCollection,You lot missed our street completely today. All bins still out. Sort it!!
ServiceComplaint,Why is there always rubbish left behind after you empty the bins? Very sloppy work.
ServiceComplaint,You damaged my garden wall with your truck. I'm requesting compensation
ServiceComplaint,absolutely shocking service lately!! bins left everywhere and half the rubbish still in them. whats going on??
DamagedProperty,one of your workers stood on my flower pot and smashed it while collecting. was a nice pot too :(
MissedCollection,"My bin was missed today. I think it might be because of the roadworks at the end of the street, but the workers said they would let the truck through. Can you confirm if you'll be attempting a re-collection tomorrow? Address: 22 Hideaway Lane, Chard."
DamagedProperty,"Hi, the bike parked outside my gate was scratched after your truck reversed. assist plz??"
ServiceComplaint,"Staf dropped rubbish all over, no apology"
MissedCollection,bins still full. wat happened?
MissedCollection,"you missed us today. blue bin still full. somerset rd, ta6"
DamagedProperty,"The bin was returned broken, wheel snapped clean off."
ServiceComplaint,"Driver was really rude when I asked a question this morning, not acceptable."
ServiceComplaint,"So much rubbish left after pickup, always looks bad"
ServiceComplaint,"They left the food caddy lid open, now the foxes have been in it. Total mess."
GeneralInquiry,Is there a limit on how much cardboard I can leave out? I've got a lot of IKEA boxes.
DamagedProperty,Bin lid smashed. wasnt like that before.
GeneralInquiry,Do you offer food waste collections as well?
DamagedProperty,another trampled flower
MissedCollection,"Missed AGAIN, so frustrating"
GeneralInquiry,"Hi GreenBin Recycling, I’m new to the area (Somerset) and wondering what day our recycling gets collected. Postcode TA1 3PL. Thanks!"
GeneralInquiry,Info please.
GeneralInquiry,Is the recycling centre open on Sundays?
MissedCollection,Missed collection. I pay my council tax for this service!
MissedCollection,green bin still full. nobody turned up. kids dragged it back in already.
ServiceComplaint,Overall service quality has dropped and I am not happy.
ServiceComplaint,you guys r srsly unhelpful. waited all week for a call bck and NOTHING! shameful svc!
GeneralInquiry,Do you have any information about bulky waste collection? Thanks
ServiceComplaint,Fed up with the mess left on our road after the recycling truck leaves. Litter everywhere.
GeneralInquiry,How do I order a new food waste caddy? Mine is broken.
ServiceComplaint,Rude crew
GeneralInquiry,Can I downgrade to a smaller bin size to reduce my costs?
MissedCollection,No collection 2 weeks in a row now. Starting to get really pissed off here!!
ServiceComplaint,Your website is down and I can't find the holiday schedule. Very frustrating service.
PositiveFeedback,"Customer service reply was clear and friendly, thanks."
GeneralInquiry,do you collect old saucepans?
ServiceComplaint,Driver swore when asked to move truck
ServiceComplaint,Poor communication and unreliable service. Formal complaint.
PositiveFeedback,"Really pleased with the new recycling boxes, much easier to sort everything now. Well done!"
GeneralInquiry,Can I put pizza boxes in recycling if they’re a bit greasy or nah?
ServiceComplaint,Received wrong size bin at collection. When I phoned to complain nobody would listen
MissedCollection,"Bin not collected, postcode TA6 ***. Happening a lot lately."
DamagedProperty,Bin lid torn off.
PositiveFeedback,"Great service as always, never had any issues 👍"
ServiceComplaint,"Bins left blocking the pavement again, really inconvenient for prams and wheelchairs."
GeneralInquiry,Can I get a bigger bin for plastic? We have a large family and the standard one is tiny.
DamagedProperty,Driveway damaged by heavy vehicle.
DamagedProperty,Your lorry hit my wall. Bricks cracked. Need inspection.
DamagedProperty,"Your lorry clipped my fence when reversing, panel is cracked now. Need someone to get back to me asap."
ServiceComplaint,The crew threw my recycling boxes across the pavement. Very unprofessional.
DamagedProperty,Fence scratched by collection vehicle.
MissedCollection,street not collected all week
PositiveFeedback,Thank you for always being reliable even in bad weather. Really appreciate it!
MissedCollection,"missed recycling pickup today, address in somerset. thanks."
MissedCollection,My bin has been missed for three consecutive weeks.
DamagedProperty,Your collection team dropped my bin and the handle broke off. Now its unusable.
DamagedProperty,"recycling bin completely broken after pickup, cant close it."
PositiveFeedback,Never any mess after your team visits
PositiveFeedback,excellent service as always.
ServiceComplaint,bin men left rubbish all over the pavement. had to clean up myself. bad service.
GeneralInquiry,Do you recycle old electronics? I couldn't find any info on your website about it.
